date,book_value,shares,symbol
2021-09-30,,,APD
2022-09-30,13144000000.0,221838696.0,APD
2023-09-30,14312900000.0,222199845.0,APD
2024-09-30,17036500000.0,222372418.0,APD
2025-09-30,15024900000.0,222588256.0,APD
