date,book_value,shares,symbol
2021-04-30,,,AMWD
2022-04-30,772883000.0,16570619.0,AMWD
2023-04-30,873788000.0,16635295.0,AMWD
2024-04-30,910376000.0,15653463.0,AMWD
2025-04-30,915998000.0,14612706.0,AMWD
