date,book_value,shares,symbol
2022-09-30,3259000000.0,153280369.0,AMTM
2023-09-30,375000000.0,153280369.0,AMTM
2024-09-30,4460000000.0,243302173.0,AMTM
2025-09-30,4505000000.0,243464776.0,AMTM
