date,book_value,shares,symbol
2020-12-31,,,APTV
2021-12-31,8347000000.0,270514140.0,APTV
2022-12-31,8809000000.0,270949579.0,APTV
2023-12-31,11548000000.0,279033365.0,APTV
2024-12-31,8796000000.0,235035739.0,APTV
