date,book_value,shares,symbol
2021-12-31,68912000000.0,539576054,AIG
2022-12-31,43454000000.0,539576054,AIG
2023-12-31,51301000000.0,539576054,AIG
2024-12-31,42550000000.0,539576054,AIG
