date,book_value,shares,symbol
2021-05-31,,,AIR
2022-05-31,1034500000.0,35391084.0,AIR
2023-05-31,1099100000.0,34915549.0,AIR
2024-05-31,1189800000.0,35693966.0,AIR
2025-05-31,1211600000.0,35830005.0,AIR
