date,book_value,shares,symbol
2020-12-31,,,AMN
2021-12-31,1162027000.0,47263000.0,AMN
2022-12-31,1043634000.0,41879000.0,AMN
2023-12-31,831256000.0,37810000.0,AMN
2024-12-31,706620000.0,38079000.0,AMN
