date,book_value,shares,symbol
2021-12-31,2582877000.0,90444261,ACHC
2022-12-31,2900984000.0,90444261,ACHC
2023-12-31,2887660000.0,90444261,ACHC
2024-12-31,3190831000.0,90444261,ACHC
