date,book_value,shares,symbol
2020-12-31,,,ADM
2021-12-31,22477000000.0,560000000.0,ADM
2022-12-31,24284000000.0,547000000.0,ADM
2023-12-31,24132000000.0,513000000.0,ADM
2024-12-31,22168000000.0,478000000.0,ADM
