date,book_value,shares,symbol
2021-12-31,574344000.0,18483271,ADUS
2022-12-31,633540000.0,18483271,ADUS
2023-12-31,706694000.0,18483271,ADUS
2024-12-31,970492000.0,18483271,ADUS
