date,book_value,shares,symbol
2021-12-31,399323000.0,18924399,AMSF
2022-12-31,317432000.0,18924399,AMSF
2023-12-31,292451000.0,18924399,AMSF
2024-12-31,257341000.0,18924399,AMSF
