date,book_value,shares,symbol
2020-12-31,,,ABR
2021-12-31,2418122000.0,151362181.0,ABR
2022-12-31,2936996000.0,178230522.0,ABR
2023-12-31,3117973000.0,188505264.0,ABR
2024-12-31,3024085000.0,189259435.0,ABR
