date,book_value,shares,symbol
2021-12-31,4105523000.0,144395767,ACT
2022-12-31,4100908000.0,144395767,ACT
2023-12-31,4632347000.0,144395767,ACT
2024-12-31,4996096000.0,144395767,ACT
