date,book_value,shares,symbol
2021-10-31,,,ADI
2022-10-31,36465323000.0,509295941.0,ADI
2023-10-31,35565122000.0,496261678.0,ADI
2024-10-31,35176317000.0,496296854.0,ADI
2025-10-31,33815755000.0,489654097.0,ADI
