date,book_value,shares,symbol
2021-12-31,8560100000.0,256805000,AJG
2022-12-31,9190200000.0,256805000,AJG
2023-12-31,10815300000.0,256805000,AJG
2024-12-31,20179600000.0,256805000,AJG
