date,book_value,shares,symbol
2021-12-31,5990000000.0,257053689,LNT
2022-12-31,6276000000.0,257053689,LNT
2023-12-31,6777000000.0,257053689,LNT
2024-12-31,7004000000.0,257053689,LNT
