date,book_value,shares,symbol
2020-12-31,,,APO
2021-12-31,3789000000.0,248896649.0,APO
2022-12-31,6640000000.0,570276188.0,APO
2023-12-31,14044000000.0,567762932.0,APO
2024-12-31,17253000000.0,565738933.0,APO
