date,book_value,shares,symbol
2020-12-31,,,GOOG
2021-12-31,251635000000.0,13242420000.0,GOOG
2022-12-31,256144000000.0,12849000000.0,GOOG
2023-12-31,283379000000.0,12460000000.0,GOOG
2024-12-31,325084000000.0,12211000000.0,GOOG
