date,book_value,shares,symbol
2020-12-31,,,AIZ
2021-12-31,5464100000.0,55754113.0,AIZ
2022-12-31,4228700000.0,52830381.0,AIZ
2023-12-31,4809500000.0,51955994.0,AIZ
2024-12-31,5106700000.0,50833749.0,AIZ
