date,book_value,shares,symbol
2020-12-31,,,AIN
2021-12-31,873967000.0,32095591.0,AIN
2022-12-31,863049000.0,31110892.0,AIN
2023-12-31,961368000.0,31195065.0,AIN
2024-12-31,943538000.0,31072793.0,AIN
