date,book_value,shares,symbol
2021-12-31,19033250000.0,172825059,ARE
2022-12-31,22683247000.0,172825059,ARE
2023-12-31,22622993000.0,172825059,ARE
2024-12-31,22398461000.0,172825059,ARE
