date,book_value,shares,symbol
2020-12-31,,,AWK
2021-12-31,7298000000.0,181611089.0,AWK
2022-12-31,7693000000.0,181858062.0,AWK
2023-12-31,9797000000.0,194730101.0,AWK
2024-12-31,10332000000.0,194920485.0,AWK
