date,book_value,shares,symbol
2022-09-30,2420000000.0,79151497,ADNT
2023-09-30,2603000000.0,79151497,ADNT
2024-09-30,2534000000.0,79151497,ADNT
2025-09-30,2158000000.0,79151497,ADNT
