date,book_value,shares,symbol
2021-12-31,1953300000.0,49045025,ACA
2022-12-31,2184400000.0,49045025,ACA
2023-12-31,2332000000.0,49045025,ACA
2024-12-31,2428200000.0,49045025,ACA
