date,book_value,shares,symbol
2020-12-31,,,AES
2021-12-31,2798000000.0,666793625.0,AES
2022-12-31,2437000000.0,668743464.0,AES
2023-12-31,2488000000.0,669693234.0,AES
2024-12-31,3644000000.0,711074269.0,AES
