date,book_value,shares,symbol
2020-12-31,,,AEP
2021-12-31,22433200000.0,504212015.0,AEP
2022-12-31,23893400000.0,513866081.0,AEP
2023-12-31,25246700000.0,526184585.0,AEP
2024-12-31,26943800000.0,532907715.0,AEP
