date,book_value,shares,symbol
2021-12-31,2115500000.0,19440558,ABG
2022-12-31,2903300000.0,19440558,ABG
2023-12-31,3244100000.0,19440558,ABG
2024-12-31,3502000000.0,19440558,ABG
