date,book_value,shares,symbol
2021-12-31,1832200000.0,113372121,AOS
2022-12-31,1747700000.0,113372121,AOS
2023-12-31,1844400000.0,113372121,AOS
2024-12-31,1883500000.0,113372121,AOS
