date,book_value,shares,symbol
2021-01-31,,,ADSK
2022-01-31,849000000.0,218200000.0,ADSK
2023-01-31,1145000000.0,215000000.0,ADSK
2024-01-31,1855000000.0,213915325.0,ADSK
2025-01-31,2621000000.0,214000000.0,ADSK
