date,book_value,shares,symbol
2020-12-31,,,ANIP
2021-12-31,358740000.0,16829739.0,ANIP
2022-12-31,338540000.0,17494466.0,ANIP
2023-12-31,457599000.0,20466953.0,ANIP
2024-12-31,428530000.0,21108152.0,ANIP
