date,book_value,shares,symbol
2021-11-30,14797000000.0,418600000,ADBE
2022-11-30,14051000000.0,418600000,ADBE
2023-11-30,16518000000.0,418600000,ADBE
2024-11-30,14105000000.0,418600000,ADBE
