date,book_value,shares,symbol
2021-12-31,1210123000.0,61152542,AAT
2022-12-31,1185525000.0,61152542,AAT
2023-12-31,1153675000.0,61152542,AAT
2024-12-31,1124321000.0,61152542,AAT
