date,book_value,shares,symbol
2021-12-31,2431782000.0,90307776,ADAM
2022-12-31,1864111000.0,90307776,ADAM
2023-12-31,1628126000.0,90307776,ADAM
2024-12-31,1411134000.0,90307776,ADAM
