date,book_value,shares,symbol
2020-12-31,,,ACIW
2021-12-31,1244777000.0,115730046.0,ACIW
2022-12-31,1193187000.0,108068828.0,ACIW
2023-12-31,1324297000.0,108077738.0,ACIW
2024-12-31,1424327000.0,105254913.0,ACIW
